Overall Qual,Exter Qual,Kitchen Qual,Bsmt Qual,Gr Liv Area,Total Bsmt SF,1st Flr SF,Lot Area,Lot Frontage,Neighborhood,MS Zoning,Bldg Type,House Style,Year Built,Year Remod/Add,Full Bath,TotRms AbvGrd,Garage Cars,Garage Area,Fireplaces,Central Air,BsmtFin SF 1,Wood Deck SF,Open Porch SF,Mas Vnr Area,SalePrice
5,TA,Gd,TA,1287,1063.0,1287,9830,,NAmes,RL,1Fam,1Story,1959,2006,1,7,2.0,576.0,1,Y,72.0,364,17,0.0,162000
7,Gd,Gd,Gd,2978,710.0,1898,11275,96.0,NAmes,RL,1Fam,SLvl,1967,2007,2,11,2.0,564.0,1,Y,0.0,240,0,300.0,242000
6,TA,TA,TA,1224,816.0,816,8064,60.0,NAmes,RL,1Fam,1.5Fin,1948,2004,1,5,1.0,280.0,0,Y,481.0,414,0,0.0,132000
5,TA,Gd,TA,1246,1246.0,1246,7500,75.0,NAmes,RL,1Fam,1Story,1959,1994,1,6,1.0,305.0,0,Y,340.0,218,0,0.0,154000
5,TA,TA,TA,1385,910.0,910,8520,71.0,NAmes,RL,1Fam,1.5Fin,1952,1952,2,6,2.0,720.0,0,Y,507.0,0,0,0.0,166000
5,TA,Gd,TA,900,900.0,900,7200,60.0,NAmes,RL,1Fam,1Story,1951,2000,1,5,2.0,576.0,0,Y,234.0,222,32,0.0,134800
6,TA,TA,TA,1116,1116.0,1116,10000,87.0,NAmes,RL,1Fam,1Story,1962,1962,1,5,2.0,440.0,0,Y,0.0,0,0,261.0,160000
5,TA,TA,TA,1175,1175.0,1175,7635,81.0,NAmes,RL,1Fam,1Story,1960,1960,1,6,2.0,484.0,0,Y,588.0,0,0,0.0,148000
6,TA,TA,TA,1395,1395.0,1395,9760,80.0,NAmes,RL,1Fam,1Story,1963,1984,1,7,2.0,440.0,1,Y,717.0,657,0,218.0,192000
6,TA,TA,TA,1839,756.0,1051,7700,70.0,NAmes,RL,1Fam,2Story,1966,1966,1,7,2.0,442.0,1,Y,0.0,0,124,351.0,155000
4,TA,TA,TA,1844,709.0,1157,4800,60.0,OldTown,RM,1Fam,1.5Fin,1900,1954,1,9,1.0,240.0,2,Y,48.0,84,0,771.0,80400
4,TA,TA,TA,1140,576.0,792,8800,55.0,OldTown,RM,1Fam,1.5Fin,1910,2004,1,7,0.0,0.0,0,Y,0.0,0,160,0.0,96500
5,TA,TA,TA,936,936.0,936,4485,56.0,OldTown,RM,1Fam,1Story,1920,1950,1,5,0.0,0.0,1,Y,579.0,51,0,0.0,109500
5,TA,TA,TA,1028,1008.0,1028,8960,56.0,OldTown,RM,1Fam,1Story,1927,1950,1,5,2.0,360.0,1,Y,0.0,0,0,0.0,115000
5,TA,Gd,TA,1347,1347.0,1347,5805,69.0,OldTown,RM,1Fam,1Story,1957,1957,1,6,2.0,551.0,0,Y,274.0,0,0,0.0,143000
3,Gd,TA,Fa,1605,840.0,840,5790,60.0,OldTown,RM,1Fam,2Story,1915,1950,2,8,1.0,379.0,0,N,0.0,0,0,0.0,107400
4,TA,TA,TA,747,747.0,747,4608,47.0,OldTown,RM,1Fam,1Story,1945,1950,1,4,1.0,220.0,0,Y,0.0,0,0,0.0,80000
5,TA,Gd,TA,804,788.0,804,7200,60.0,OldTown,RM,1Fam,1Story,1940,1992,1,4,1.0,240.0,2,Y,510.0,0,0,294.0,119000
5,TA,TA,TA,1316,926.0,926,5500,50.0,OldTown,RM,1Fam,1.5Fin,1929,2001,1,6,2.0,484.0,0,Y,234.0,0,0,0.0,130000
6,TA,Fa,Gd,1251,827.0,827,6900,50.0,OldTown,RM,1Fam,1.5Fin,1938,2000,1,6,1.0,240.0,0,Y,0.0,0,0,0.0,119000
5,TA,Gd,TA,1633,1027.0,1027,11851,69.0,OldTown,RM,1Fam,1.5Fin,1948,2009,1,7,1.0,240.0,1,Y,780.0,0,100,0.0,129000
5,TA,TA,TA,1245,1008.0,1060,8239,,OldTown,RM,1Fam,1.5Fin,1920,1962,1,6,1.0,315.0,0,Y,176.0,0,0,0.0,100000
2,TA,TA,Fa,832,678.0,832,9656,68.0,OldTown,RM,1Fam,1Story,1923,1970,1,5,2.0,780.0,1,N,0.0,0,0,0.0,12789
6,TA,TA,TA,720,624.0,720,8520,60.0,OldTown,RM,1Fam,1Story,1928,2003,1,5,2.0,484.0,0,Y,0.0,106,0,0.0,105900
8,Gd,Gd,TA,1566,930.0,930,9600,60.0,OldTown,RM,1Fam,2Story,1900,2003,2,7,1.0,288.0,0,N,0.0,54,228,0.0,150000
5,TA,TA,Fa,1652,686.0,966,10800,60.0,OldTown,RM,1Fam,1.5Fin,1915,1950,2,7,1.0,416.0,0,Y,686.0,0,0,0.0,139000
8,Gd,Gd,Fa,2268,346.0,1157,9000,50.0,OldTown,RM,1Fam,2Story,1890,2002,3,7,2.0,624.0,0,Y,0.0,0,108,0.0,240000
5,TA,Fa,TA,2256,840.0,1128,9045,100.0,OldTown,RM,2fmCon,2Story,1910,1950,2,12,0.0,0.0,0,N,0.0,0,18,0.0,76500
6,TA,TA,TA,1236,912.0,1236,7407,90.0,OldTown,RM,1Fam,1Story,1957,1996,1,6,2.0,923.0,0,Y,600.0,0,158,0.0,149700
4,TA,TA,Fa,1363,622.0,741,7740,60.0,OldTown,RM,1Fam,2Story,1910,1950,1,6,2.0,528.0,0,Y,0.0,0,0,0.0,125500
4,TA,TA,TA,2290,777.0,1246,11340,60.0,OldTown,RM,2fmCon,2Story,1885,1950,2,11,2.0,560.0,0,Y,0.0,0,0,0.0,122500
6,TA,TA,Fa,1470,738.0,868,10560,60.0,OldTown,RM,1Fam,2Story,1922,1994,1,6,2.0,624.0,0,Y,283.0,0,0,0.0,140750
5,TA,TA,TA,1612,988.0,1030,5830,53.0,BrkSide,RM,1Fam,1.5Fin,1950,1997,1,7,1.0,363.0,0,Y,788.0,0,0,0.0,128500
7,TA,Gd,Gd,2068,1108.0,1160,7793,,BrkSide,RL,1Fam,2.5Unf,1922,2005,1,8,1.0,315.0,1,N,474.0,0,0,0.0,209500
4,TA,Gd,TA,765,765.0,765,5000,50.0,BrkSide,RM,1Fam,1Story,1925,1950,1,4,1.0,200.0,0,N,188.0,135,0,0.0,87000
6,TA,TA,TA,1132,608.0,608,6000,50.0,BrkSide,RM,1Fam,1.5Fin,1939,1950,1,5,1.0,240.0,0,Y,452.0,0,0,0.0,134000
6,TA,TA,TA,1196,572.0,848,6000,50.0,BrkSide,RM,1Fam,1.5Fin,1940,1950,1,6,2.0,576.0,2,Y,264.0,0,0,0.0,128000
5,TA,Gd,TA,1453,835.0,955,6360,53.0,BrkSide,RM,1Fam,1.5Fin,1942,1950,1,7,1.0,240.0,2,Y,360.0,0,0,300.0,132000
6,TA,TA,TA,1416,780.0,780,6000,50.0,BrkSide,RM,1Fam,1.5Fin,1948,1950,1,6,1.0,312.0,0,Y,300.0,221,0,0.0,139900
5,TA,TA,TA,1040,528.0,548,6240,52.0,BrkSide,RM,1Fam,1.5Fin,1936,1980,1,5,2.0,624.0,0,Y,276.0,306,0,0.0,123900
5,TA,TA,TA,1536,928.0,928,6240,52.0,BrkSide,RM,1Fam,1.5Fin,1930,1950,2,7,2.0,480.0,1,Y,448.0,0,10,0.0,138400
6,TA,TA,Fa,1068,1124.0,1068,6120,51.0,OldTown,RM,1Fam,1Story,1923,1950,1,5,1.0,288.0,1,Y,960.0,0,0,0.0,109500
7,TA,TA,TA,1710,576.0,902,10300,50.0,OldTown,RM,1Fam,2Story,1921,1950,2,9,2.0,480.0,0,Y,0.0,12,11,0.0,140000
4,TA,TA,TA,1962,888.0,888,8094,57.0,OldTown,RM,1Fam,1.5Fin,1915,1950,1,9,2.0,572.0,1,Y,0.0,160,0,0.0,149500
6,Gd,Gd,TA,1560,780.0,780,12900,60.0,OldTown,RM,1Fam,2Story,1912,2009,1,7,0.0,0.0,0,Y,0.0,344,0,0.0,159900
6,TA,TA,TA,1324,662.0,662,3068,52.0,OldTown,RM,1Fam,2Story,1920,1993,1,6,1.0,180.0,0,Y,0.0,0,0,0.0,122000
5,Fa,TA,Gd,816,816.0,816,8472,110.0,IDOTRR,RM,Duplex,1Story,1963,1963,1,5,2.0,516.0,0,N,104.0,106,0,0.0,110000
4,Fa,Fa,,1092,0.0,372,5600,70.0,IDOTRR,RM,2fmCon,2Story,1930,1950,2,7,0.0,0.0,0,N,0.0,0,0,0.0,55000
5,TA,Gd,Gd,1812,360.0,1032,7630,76.0,OldTown,RM,2fmCon,2Story,1900,1996,2,8,2.0,672.0,1,Y,0.0,344,0,0.0,140000
7,TA,TA,TA,2403,1032.0,1207,24090,,ClearCr,RL,1Fam,2Story,1940,1950,2,10,1.0,349.0,2,Y,0.0,56,0,0.0,244400
5,TA,TA,Gd,1675,1422.0,1675,15263,100.0,ClearCr,RL,1Fam,1Story,1959,1959,2,8,1.0,365.0,2,Y,766.0,0,132,90.0,173000
5,TA,Po,Gd,1224,689.0,725,10632,72.0,ClearCr,RL,1Fam,1.5Fin,1917,1950,1,6,1.0,180.0,0,N,0.0,0,0,0.0,107500
5,Fa,TA,TA,1392,1212.0,1212,9900,60.0,SWISU,RL,2fmCon,1.5Fin,1915,1950,1,6,0.0,0.0,0,N,1026.0,0,0,0.0,100000
6,TA,TA,Fa,919,600.0,600,6001,65.0,SWISU,RL,1Fam,1.5Fin,1940,1950,1,5,1.0,231.0,0,N,368.0,0,0,0.0,95000
4,TA,TA,TA,1884,707.0,942,6449,,SWISU,C (all),1Fam,2Story,1907,1950,1,7,0.0,0.0,0,N,73.0,0,0,0.0,93369
5,TA,TA,TA,1680,856.0,936,6048,60.0,SWISU,RH,2fmCon,1.5Fin,1910,1950,2,7,2.0,450.0,1,Y,736.0,56,144,0.0,114900
5,TA,TA,TA,1020,780.0,780,6342,54.0,Sawyer,RL,1Fam,1.5Fin,1875,1996,1,6,0.0,0.0,0,N,0.0,0,0,0.0,94000
4,Fa,TA,TA,1832,1832.0,1832,10773,72.0,Sawyer,RL,Duplex,1Story,1967,1967,2,8,0.0,0.0,0,N,704.0,0,58,72.0,136000
4,TA,TA,TA,1768,1768.0,1768,10778,72.0,Sawyer,RL,Duplex,1Story,1968,1968,2,8,0.0,0.0,0,N,0.0,0,0,0.0,136500
5,TA,TA,TA,1039,1039.0,1039,11625,75.0,Sawyer,RL,2fmCon,1Story,1965,1965,1,6,2.0,504.0,0,Y,841.0,0,0,0.0,131500
5,TA,TA,Gd,1392,1392.0,1392,11341,,Sawyer,RL,1Fam,1Story,1957,1996,1,5,2.0,528.0,1,Y,1302.0,0,0,180.0,121500
5,TA,TA,TA,912,912.0,912,8521,70.0,Sawyer,RL,1Fam,1Story,1967,1967,1,5,1.0,336.0,1,Y,842.0,0,0,0.0,125000
5,TA,Gd,TA,1060,1060.0,1060,8246,,Sawyer,RL,1Fam,1Story,1968,2001,1,6,1.0,270.0,1,Y,188.0,406,90,0.0,154000
5,TA,Gd,TA,892,864.0,892,7800,65.0,Sawyer,RL,1Fam,1Story,1966,2008,1,5,1.0,416.0,0,Y,240.0,0,0,47.0,137900
6,TA,TA,TA,1352,663.0,663,9364,80.0,Sawyer,RL,1Fam,2Story,1969,1969,1,7,1.0,299.0,0,Y,371.0,379,36,143.0,158000
5,TA,TA,TA,864,864.0,864,7832,65.0,Sawyer,RL,1Fam,1Story,1968,1968,1,4,1.0,280.0,0,Y,775.0,226,0,0.0,137250
5,TA,TA,Gd,1373,1319.0,1373,7424,,Sawyer,RL,Duplex,SFoyer,1978,1978,1,5,2.0,591.0,2,Y,1319.0,0,0,0.0,160250
5,TA,TA,TA,1440,720.0,720,11227,86.0,Sawyer,RL,1Fam,2Story,1968,1968,1,7,2.0,480.0,2,Y,267.0,192,38,0.0,163000
6,TA,TA,TA,1386,672.0,672,11616,,Sawyer,RL,1Fam,2Story,1978,1978,2,6,2.0,440.0,1,Y,438.0,335,0,328.0,158900
7,Gd,Gd,Ex,2260,1306.0,1306,14000,80.0,ClearCr,RL,1Fam,2Story,1996,1997,2,7,2.0,533.0,0,Y,1201.0,296,44,0.0,328000
7,Gd,TA,Gd,1483,1420.0,1483,20062,,ClearCr,RL,1Fam,1Story,1977,2001,1,4,2.0,690.0,2,Y,1092.0,496,0,0.0,270000
4,TA,TA,Fa,756,660.0,756,9259,94.0,Sawyer,RL,1Fam,1Story,1927,1950,1,4,2.0,440.0,0,N,0.0,80,0,0.0,85000
4,TA,Gd,Gd,1067,1067.0,1067,9600,60.0,Sawyer,RL,1Fam,1Story,1950,1995,2,4,2.0,436.0,0,Y,442.0,290,0,0.0,128000
7,Gd,Gd,Gd,1524,1332.0,1332,23595,,ClearCr,RL,1Fam,1Story,1979,1979,0,4,2.0,586.0,1,Y,1258.0,268,0,0.0,260000
6,TA,Gd,Gd,1981,1117.0,1117,17082,,ClearCr,RL,1Fam,2Story,1978,1992,2,8,2.0,522.0,1,Y,964.0,336,104,288.0,230000
3,TA,Fa,TA,1610,972.0,1052,18600,124.0,Edwards,RL,1Fam,1.5Fin,1938,1990,2,8,1.0,480.0,1,Y,288.0,0,0,0.0,124000
5,TA,TA,TA,835,458.0,835,10625,85.0,Edwards,RL,1Fam,1Story,1920,1950,1,5,1.0,366.0,0,N,108.0,0,0,0.0,83000
6,TA,Gd,TA,1074,663.0,1074,11479,65.0,Edwards,RL,1Fam,1Story,1950,1987,1,6,1.0,467.0,1,Y,104.0,0,52,0.0,144500
5,TA,TA,TA,1144,1144.0,1144,9571,68.0,Edwards,RL,1Fam,1Story,1956,1956,1,6,1.0,596.0,0,Y,739.0,44,0,0.0,129000
4,TA,TA,TA,1531,756.0,1169,9350,50.0,Edwards,RL,1Fam,1.5Fin,1947,1979,1,8,1.0,209.0,1,Y,192.0,0,0,0.0,127000
5,TA,TA,TA,1172,1172.0,1172,9525,75.0,Edwards,RL,1Fam,1Story,1954,1998,1,5,1.0,366.0,0,Y,954.0,240,0,0.0,128000
6,TA,Gd,Gd,1212,1212.0,1212,10420,83.0,Edwards,RL,1Fam,1Story,2009,2009,2,6,2.0,460.0,0,Y,36.0,100,22,0.0,186000
7,Gd,Gd,Gd,1508,1508.0,1508,17485,44.0,Edwards,RL,1Fam,1Story,2009,2010,1,5,2.0,572.0,2,Y,1346.0,0,0,96.0,308030
5,TA,TA,TA,1298,1250.0,1298,11200,,Edwards,RL,1Fam,1Story,1964,1964,2,5,2.0,504.0,0,Y,0.0,0,144,0.0,114000
4,TA,Gd,,930,0.0,930,11100,60.0,Edwards,RL,1Fam,1Story,1946,2006,1,6,1.0,308.0,0,Y,0.0,0,0,0.0,84900
6,Gd,Gd,Gd,1732,741.0,977,9206,77.0,SawyerW,RL,1Fam,2Story,1985,1985,2,7,2.0,476.0,1,Y,0.0,192,46,336.0,178000
7,Gd,Gd,Gd,1433,1433.0,1433,11980,83.0,SawyerW,RL,1Fam,1Story,1987,1987,1,4,2.0,528.0,2,Y,1433.0,0,278,177.0,270000
6,Gd,Gd,Gd,1802,946.0,964,12361,87.0,SawyerW,RL,1Fam,2Story,1993,1993,2,8,4.0,1017.0,1,Y,860.0,450,92,85.0,218000
7,Gd,Gd,Gd,1949,1050.0,1062,9938,80.0,SawyerW,RL,1Fam,2Story,1993,1994,2,8,2.0,574.0,1,Y,750.0,156,90,246.0,236000
6,TA,Gd,Gd,996,936.0,996,9069,73.0,SawyerW,RL,1Fam,SFoyer,1992,1992,1,5,2.0,564.0,0,Y,747.0,120,0,0.0,147000
8,Gd,Gd,Gd,1694,1694.0,1694,10475,64.0,CollgCr,RL,1Fam,1Story,2008,2008,2,7,3.0,776.0,0,Y,0.0,160,33,72.0,245350
7,Gd,Gd,Gd,1208,1187.0,1208,6762,64.0,CollgCr,RL,1Fam,1Story,2006,2006,2,6,2.0,632.0,0,Y,686.0,105,61,24.0,206000
7,TA,Gd,Gd,1226,1226.0,1226,10402,94.0,CollgCr,RL,1Fam,1Story,2009,2009,2,6,3.0,740.0,0,Y,0.0,0,36,0.0,198900
7,Gd,Gd,Gd,1222,1222.0,1222,7360,64.0,CollgCr,RL,1Fam,1Story,2010,2010,2,6,2.0,615.0,0,Y,24.0,0,54,80.0,187000
7,TA,Gd,Gd,3222,1673.0,1699,12376,90.0,SawyerW,RL,1Fam,2Story,1990,1990,3,11,3.0,594.0,2,Y,1470.0,367,0,0.0,320000
6,TA,TA,Fa,1445,676.0,831,14235,82.0,SawyerW,RL,1Fam,1.5Fin,1900,1993,2,6,2.0,484.0,0,Y,0.0,0,59,0.0,138500
6,TA,TA,TA,1052,1010.0,1052,8816,80.0,ClearCr,RL,1Fam,SLvl,1971,1971,1,6,2.0,440.0,0,Y,504.0,0,0,80.0,155000
5,TA,TA,Gd,965,870.0,965,11105,82.0,CollgCr,RL,1Fam,SFoyer,1996,1996,1,4,2.0,580.0,0,Y,870.0,71,0,0.0,159000
7,TA,TA,Gd,1692,878.0,892,9337,,CollgCr,RL,1Fam,2Story,1997,1998,2,8,2.0,513.0,1,Y,353.0,0,39,0.0,191000
6,TA,Gd,Gd,1682,804.0,804,8750,70.0,CollgCr,RL,1Fam,2Story,1998,1998,2,7,2.0,523.0,0,Y,505.0,0,77,116.0,200500
5,Gd,TA,Gd,1026,1026.0,1026,15240,38.0,CollgCr,RL,1Fam,1Story,1977,2004,1,5,1.0,308.0,0,Y,198.0,316,85,0.0,150000
6,TA,TA,Gd,1392,689.0,689,10900,,CollgCr,RL,1Fam,2Story,1977,1977,1,6,1.0,299.0,0,Y,378.0,0,36,153.0,161750
5,TA,TA,TA,894,894.0,894,10650,75.0,CollgCr,RL,1Fam,1Story,1976,1976,1,5,1.0,308.0,0,Y,182.0,365,0,0.0,128200
5,TA,TA,TA,876,876.0,876,7480,68.0,CollgCr,RL,1Fam,1Story,1972,1972,1,5,2.0,484.0,0,Y,480.0,0,0,0.0,127000
8,Gd,Gd,Gd,1978,1978.0,1978,10389,80.0,CollgCr,RL,1Fam,1Story,2003,2003,2,8,3.0,850.0,1,Y,1682.0,188,25,320.0,318000
8,Gd,Gd,Gd,1601,1581.0,1601,11423,,CollgCr,RL,1Fam,1Story,2001,2002,2,6,2.0,670.0,1,Y,1358.0,180,0,479.0,272000
7,Gd,Gd,Gd,1829,941.0,941,9548,44.0,CollgCr,RL,1Fam,2Story,2003,2003,2,7,2.0,613.0,1,Y,483.0,192,39,223.0,237000
7,Gd,Gd,Gd,2098,1040.0,1044,9375,75.0,CollgCr,RL,1Fam,2Story,1997,1997,2,9,2.0,621.0,1,Y,0.0,331,38,0.0,240000
7,TA,Gd,Gd,1661,1649.0,1661,12137,48.0,CollgCr,RL,1Fam,1Story,1998,1998,2,6,2.0,598.0,0,Y,0.0,0,34,442.0,224900
6,Gd,Gd,Gd,848,848.0,848,4435,,CollgCr,RM,TwnhsE,1Story,2003,2003,1,4,2.0,420.0,0,Y,672.0,140,0,170.0,143750
6,Gd,Gd,Gd,848,848.0,848,4426,,CollgCr,RM,TwnhsE,1Story,2004,2004,1,3,2.0,420.0,0,Y,662.0,160,0,169.0,143000
8,Gd,Gd,Gd,1668,1657.0,1668,10635,48.0,CollgCr,RL,1Fam,1Story,2003,2003,2,8,2.0,502.0,1,Y,370.0,0,262,171.0,232000
7,Gd,Gd,Gd,1484,1473.0,1484,8400,70.0,CollgCr,RL,1Fam,1Story,2004,2005,2,7,2.0,606.0,0,Y,712.0,0,35,109.0,213000
7,Gd,Gd,Gd,1414,1414.0,1414,8773,65.0,CollgCr,RL,1Fam,1Story,2004,2004,2,6,2.0,494.0,0,Y,24.0,132,105,98.0,185500
3,TA,TA,,640,0.0,640,8777,67.0,Edwards,RL,1Fam,1Story,1945,2007,1,5,1.0,240.0,0,N,0.0,0,0,0.0,84900
5,TA,TA,Fa,992,381.0,992,8842,68.0,Edwards,RL,1Fam,1Story,1954,1954,1,6,1.0,319.0,0,Y,0.0,60,0,0.0,155891
5,TA,TA,,1664,0.0,1664,9825,75.0,Edwards,RL,Duplex,1Story,1965,1965,2,8,0.0,0.0,0,N,0.0,0,0,0.0,100000
5,TA,TA,Gd,1196,1196.0,1196,10044,60.0,Edwards,RL,1Fam,1Story,1968,1968,1,6,1.0,336.0,0,Y,1070.0,257,0,0.0,144000
4,TA,Fa,TA,1120,744.0,792,11792,89.0,Edwards,RL,1Fam,1.5Fin,1948,1950,1,5,2.0,480.0,0,N,0.0,0,0,0.0,64000
6,TA,TA,TA,1096,1008.0,1096,6305,65.0,Edwards,RL,1Fam,SLvl,1975,1975,1,5,1.0,352.0,1,Y,528.0,0,0,0.0,125200
6,TA,TA,TA,1117,1029.0,1117,7819,94.0,Edwards,RL,1Fam,SLvl,1976,1976,1,6,2.0,672.0,1,Y,422.0,144,0,0.0,107000
4,TA,TA,TA,960,960.0,960,6410,64.0,Edwards,RL,1Fam,1Story,1958,1958,1,5,0.0,0.0,0,Y,0.0,0,0,0.0,90000
4,TA,TA,Gd,1121,1121.0,1121,8546,80.0,Edwards,RM,1Fam,1Story,2003,2004,2,5,2.0,440.0,0,Y,0.0,132,64,0.0,140000
6,TA,TA,TA,1487,735.0,798,8741,52.0,Edwards,RL,1Fam,1.5Fin,1945,1950,1,7,1.0,220.0,1,Y,94.0,0,140,0.0,113000
4,TA,Fa,Gd,924,672.0,672,12180,60.0,Edwards,RL,2fmCon,1.5Fin,1941,1950,1,5,1.0,280.0,0,N,348.0,0,0,0.0,80000
5,TA,TA,TA,1526,1216.0,1526,8562,68.0,Edwards,RL,1Fam,1Story,1957,2002,1,7,1.0,364.0,1,Y,383.0,116,78,145.0,144500
5,TA,Fa,TA,1296,1107.0,1296,4853,67.0,SWISU,RL,1Fam,1Story,1924,1999,2,5,1.0,260.0,1,N,133.0,0,0,203.0,104000
6,TA,Fa,Gd,1647,806.0,841,6858,66.0,SWISU,RL,1Fam,2Story,1915,1950,1,6,1.0,216.0,0,N,0.0,0,66,0.0,128000
3,TA,TA,TA,864,864.0,864,8212,45.0,Edwards,RL,1Fam,1Story,1914,1950,1,5,1.0,200.0,0,N,203.0,0,0,0.0,58500
5,TA,Gd,TA,1691,1026.0,1026,5000,50.0,SWISU,RL,1Fam,1.5Fin,1924,1950,2,6,1.0,308.0,1,Y,218.0,0,0,0.0,127000
6,TA,TA,TA,856,856.0,856,7890,,SWISU,RL,1Fam,1Story,1939,1950,1,4,2.0,399.0,1,Y,238.0,0,0,0.0,126000
4,TA,TA,,2650,0.0,862,7200,60.0,SWISU,RH,Duplex,2Story,1967,1967,3,10,0.0,0.0,0,Y,0.0,0,0,0.0,160000
5,TA,TA,TA,1666,894.0,894,9839,51.0,SWISU,RL,1Fam,1.5Fin,1931,1950,1,7,0.0,0.0,1,Y,0.0,0,156,0.0,100000
6,TA,Gd,TA,2447,804.0,1699,9638,50.0,SWISU,RL,1Fam,1.5Fin,1919,1990,2,10,1.0,336.0,1,Y,0.0,272,0,0.0,169000
7,Gd,TA,Gd,2133,1528.0,1225,10452,78.0,Crawfor,RL,1Fam,1.5Fin,1941,1985,1,8,1.0,312.0,2,Y,426.0,0,0,371.0,257500
5,TA,TA,TA,2177,1032.0,1102,15600,78.0,Crawfor,RL,Duplex,2Story,1950,1991,2,11,2.0,484.0,0,Y,375.0,0,0,430.0,215000
7,Ex,Gd,TA,2340,1152.0,1188,9042,66.0,Crawfor,RL,1Fam,2Story,1941,2006,2,9,1.0,252.0,2,Y,275.0,0,60,0.0,266500
7,Gd,Ex,Gd,1902,1902.0,1902,17500,100.0,Crawfor,RL,1Fam,1Story,1959,2002,2,7,2.0,567.0,2,Y,1406.0,0,207,0.0,335000
7,TA,Gd,Gd,1652,423.0,896,19645,85.0,Crawfor,RL,1Fam,SLvl,1994,2007,2,6,2.0,473.0,0,Y,343.0,0,0,44.0,203135
8,Gd,Gd,Gd,1034,982.0,1034,3907,35.0,Blueste,RM,TwnhsE,1Story,1989,1989,1,4,2.0,598.0,1,Y,747.0,141,36,0.0,185000
8,Gd,Gd,Gd,1191,1191.0,1191,3907,35.0,Blueste,RM,TwnhsE,1Story,1989,1989,2,5,2.0,531.0,1,Y,76.0,112,81,0.0,162500
7,TA,TA,TA,1801,1501.0,1801,15602,100.0,Crawfor,RL,1Fam,1Story,1959,1997,2,6,2.0,484.0,2,Y,1247.0,0,54,0.0,289000
4,TA,Gd,TA,1154,796.0,796,5436,40.0,IDOTRR,RM,1Fam,1.5Fin,1922,2007,1,7,1.0,240.0,0,Y,735.0,0,96,0.0,125500
2,TA,TA,TA,540,480.0,540,8154,58.0,IDOTRR,RM,1Fam,1Story,1941,1950,1,4,1.0,200.0,0,Y,480.0,0,0,0.0,82000
6,TA,TA,TA,1107,629.0,727,9140,50.0,IDOTRR,RM,1Fam,1.5Fin,1921,1975,1,5,1.0,625.0,0,Y,308.0,0,56,0.0,110000
4,TA,TA,TA,1128,698.0,698,7500,60.0,IDOTRR,C (all),1Fam,1.5Fin,1920,1950,1,6,2.0,528.0,0,Y,0.0,30,0,0.0,68400
4,TA,TA,TA,1178,859.0,859,8712,66.0,IDOTRR,C (all),1Fam,1.5Fin,1900,1950,1,7,1.0,384.0,0,Y,0.0,68,0,0.0,102776
5,Fa,Fa,TA,1044,540.0,1044,8712,66.0,IDOTRR,C (all),1Fam,1Story,1952,1952,1,4,2.0,504.0,0,N,0.0,0,0,0.0,55993
4,Fa,TA,TA,952,756.0,952,8712,66.0,IDOTRR,C (all),1Fam,1Story,1896,1950,1,5,1.0,330.0,0,Y,0.0,0,0,0.0,50138
8,Gd,Gd,Ex,1646,1594.0,1646,3811,44.0,Crawfor,RM,TwnhsE,1Story,2004,2005,2,5,2.0,525.0,1,Y,1373.0,128,53,186.0,246000
8,Gd,Gd,Gd,1916,1049.0,1036,11050,85.0,Mitchel,RL,1Fam,2Story,1998,1999,2,8,3.0,741.0,1,Y,615.0,0,70,0.0,254900
6,TA,Gd,TA,1285,1243.0,1285,9620,74.0,Mitchel,RL,1Fam,SLvl,1977,1977,2,6,2.0,473.0,1,Y,679.0,375,26,0.0,190000
7,Gd,Gd,Ex,1560,1560.0,1560,9196,129.0,Mitchel,RL,1Fam,1Story,2003,2003,2,7,2.0,573.0,0,Y,0.0,100,150,0.0,201000
6,TA,TA,TA,1034,1012.0,1034,12328,,Mitchel,RL,1Fam,SLvl,1976,1976,1,6,3.0,888.0,0,Y,539.0,0,0,335.0,169900
6,TA,TA,TA,2048,1958.0,2048,12760,,Mitchel,RL,Duplex,1Story,1976,1976,3,9,2.0,776.0,0,Y,0.0,0,0,0.0,170000
5,TA,TA,TA,1687,747.0,1687,57200,,Timber,RL,1Fam,1Story,1948,1950,1,7,2.0,572.0,2,Y,353.0,0,0,0.0,160000
7,Gd,Gd,Gd,1346,1336.0,1346,11896,88.0,Timber,RL,1Fam,1Story,2008,2008,2,6,3.0,660.0,1,Y,78.0,100,48,60.0,220000
7,Gd,Gd,Gd,1214,1214.0,1214,9803,73.0,Timber,RL,1Fam,1Story,2009,2010,2,6,2.0,520.0,0,Y,0.0,0,25,0.0,179781
5,TA,TA,Gd,1444,384.0,744,9802,73.0,Timber,RL,1Fam,2Story,2006,2007,2,7,2.0,400.0,0,Y,0.0,100,0,0.0,174000
8,Gd,Ex,Ex,1968,774.0,774,12003,92.0,Timber,RL,1Fam,2Story,2009,2010,2,8,3.0,680.0,1,Y,0.0,0,75,84.0,269500
7,Gd,Gd,Gd,1894,817.0,824,11316,80.0,Timber,RL,1Fam,2Story,2002,2003,2,8,2.0,510.0,1,Y,624.0,0,40,44.0,214900
8,Gd,Gd,Gd,1908,967.0,993,14191,85.0,Timber,RL,1Fam,2Story,2002,2002,2,9,2.0,431.0,0,Y,0.0,135,0,0.0,202900
